"","frequency","count","mass","cum_mass","MAUI","UI","norm_rank","TypeItem","sample_size"
"1907",10,3,30,1932,0.616398713826367,0.985714285714286,0.7625,"U3",700
"1908",9,5,45,1977,0.628456591639871,0.987142857142857,0.7875,"U3",700
"1909",8,9,72,2049,0.647266881028939,0.988571428571429,0.8125,"U3",700
"1910",7,9,63,2112,0.668971061093248,0.99,0.8375,"U3",700
"1911",6,13,78,2190,0.691639871382637,0.991428571428571,0.8625,"U3",700
"1912",5,12,60,2250,0.713826366559486,0.992857142857143,0.8875,"U3",700
"1913",4,31,124,2374,0.743408360128617,0.994285714285714,0.9125,"U3",700
"1914",3,33,99,2473,0.779260450160772,0.995714285714286,0.9375,"U3",700
"1915",2,87,174,2647,0.823151125401929,0.997142857142857,0.9625,"U3",700
"1916",1,463,463,3110,0.92556270096463,0.998571428571429,0.9875,"U3",700
"1917",326,1,326,326,0.057253249034071,0.5925,0.0128205128205128,"F1",800
"1918",193,1,193,519,0.148401826484018,0.75875,0.0384615384615385,"F1",800
"1919",77,1,77,596,0.195820161573586,0.90375,0.0641025641025641,"F1",800
"1920",71,1,71,667,0.221812434141201,0.91125,0.0897435897435897,"F1",800
"1921",66,1,66,733,0.245872848612575,0.9175,0.115384615384615,"F1",800
"1922",65,1,65,798,0.26887952230418,0.91875,0.141025641025641,"F1",800
"1923",61,1,61,859,0.291008078679312,0.92375,0.166666666666667,"F1",800
"1924",54,1,54,913,0.311204776958202,0.9325,0.192307692307692,"F1",800
"1925",52,1,52,965,0.329820864067439,0.935,0.217948717948718,"F1",800
"1926",39,1,39,1004,0.345802599227257,0.95125,0.243589743589744,"F1",800
"1927",38,1,38,1042,0.359325605900948,0.9525,0.269230769230769,"F1",800
"1928",35,1,35,1077,0.372146118721461,0.95625,0.294871794871795,"F1",800
"1929",34,1,34,1111,0.384264137688795,0.9575,0.320512820512821,"F1",800
"1930",32,1,32,1143,0.395855286266245,0.96,0.346153846153846,"F1",800
"1931",31,1,31,1174,0.406919564453811,0.96125,0.371794871794872,"F1",800
"1932",25,1,25,1199,0.416754478398314,0.96875,0.397435897435897,"F1",800
"1933",24,1,24,1223,0.425360028099754,0.97,0.423076923076923,"F1",800
"1934",23,2,46,1269,0.437653670530383,0.97125,0.448717948717949,"F1",800
"1935",22,2,44,1313,0.453459782226906,0.9725,0.474358974358974,"F1",800
"1936",21,1,21,1334,0.464875307341061,0.97375,0.5,"F1",800
"1937",19,3,57,1391,0.478573937478047,0.97625,0.525641025641026,"F1",800
"1938",18,1,18,1409,0.491745697225149,0.9775,0.551282051282051,"F1",800
"1939",17,1,17,1426,0.497892518440464,0.97875,0.576923076923077,"F1",800
"1940",16,4,64,1490,0.512118018967334,0.98,0.602564102564103,"F1",800
"1941",15,2,30,1520,0.528626624517035,0.98125,0.628205128205128,"F1",800
"1942",14,3,42,1562,0.541271513874254,0.9825,0.653846153846154,"F1",800
"1943",13,2,26,1588,0.553213909378293,0.98375,0.67948717948718,"F1",800
"1944",12,3,36,1624,0.564102564102564,0.985,0.705128205128205,"F1",800
"1945",11,1,11,1635,0.572356866877415,0.98625,0.730769230769231,"F1",800
"1946",10,4,40,1675,0.581313663505444,0.9875,0.756410256410256,"F1",800
"1947",9,3,27,1702,0.593080435546189,0.98875,0.782051282051282,"F1",800
"1948",8,6,48,1750,0.606252195293291,0.99,0.807692307692308,"F1",800
"1949",7,8,56,1806,0.62451703547594,0.99125,0.833333333333333,"F1",800
"1950",6,17,102,1908,0.652265542676502,0.9925,0.858974358974359,"F1",800
"1951",5,21,105,2013,0.688619599578504,0.99375,0.884615384615385,"F1",800
"1952",4,22,88,2101,0.72251492799438,0.995,0.91025641025641,"F1",800
"1953",3,38,114,2215,0.757990867579909,0.99625,0.935897435897436,"F1",800
"1954",2,92,184,2399,0.810326659641728,0.9975,0.961538461538462,"F1",800
"1955",1,448,448,2847,0.921320688443976,0.99875,0.987179487179487,"F1",800
"1956",119,1,119,119,0.0205101689072734,0.85125,0.0128205128205128,"F2",800
"1957",107,1,107,226,0.0594622543950362,0.86625,0.0384615384615385,"F2",800
"1958",98,1,98,324,0.0947948983109273,0.8775,0.0641025641025641,"F2",800
"1959",81,2,162,486,0.139607032057911,0.89875,0.0897435897435897,"F2",800
"1960",62,1,62,548,0.178214408824543,0.9225,0.115384615384615,"F2",800
"1961",61,1,61,609,0.199413995174078,0.92375,0.141025641025641,"F2",800
"1962",58,1,58,667,0.219924164081351,0.9275,0.166666666666667,"F2",800
"1963",57,1,57,724,0.239744915546363,0.92875,0.192307692307692,"F2",800
"1964",56,1,56,780,0.259220958290245,0.93,0.217948717948718,"F2",800
"1965",53,2,106,886,0.287142364701827,0.93375,0.243589743589744,"F2",800
"1966",50,1,50,936,0.314029644950017,0.9375,0.269230769230769,"F2",800
"1967",49,2,98,1034,0.339538090313685,0.93875,0.294871794871795,"F2",800
"1968",40,1,40,1074,0.363322992071699,0.95,0.320512820512821,"F2",800
"1969",30,1,30,1104,0.375387797311272,0.9625,0.346153846153846,"F2",800
"1970",29,1,29,1133,0.385556704584626,0.96375,0.371794871794872,"F2",800
"1971",27,1,27,1160,0.395208548776284,0.96625,0.397435897435897,"F2",800
"1972",25,1,25,1185,0.404170975525681,0.96875,0.423076923076923,"F2",800
"1973",24,1,24,1209,0.412616339193382,0.97,0.448717948717949,"F2",800
"1974",23,1,23,1232,0.420716994139952,0.97125,0.474358974358974,"F2",800
"1975",21,1,21,1253,0.428300586004826,0.97375,0.5,"F2",800
"1976",20,2,40,1293,0.438814201999311,0.975,0.525641025641026,"F2",800
"1977",19,1,19,1312,0.448983109272665,0.97625,0.551282051282051,"F2",800
"1978",18,1,18,1330,0.455360220613582,0.9775,0.576923076923077,"F2",800
"1979",17,4,68,1398,0.470182695622199,0.97875,0.602564102564103,"F2",800
"1980",15,2,30,1428,0.487073422957601,0.98125,0.628205128205128,"F2",800
"1981",14,4,56,1484,0.501895897966219,0.9825,0.653846153846154,"F2",800
"1982",13,4,52,1536,0.520510168907273,0.98375,0.67948717948718,"F2",800
"1983",12,3,36,1572,0.535677352637022,0.985,0.705128205128205,"F2",800
"1984",11,2,22,1594,0.54567390554981,0.98625,0.730769230769231,"F2",800
"1985",10,4,40,1634,0.55635987590486,0.9875,0.756410256410256,"F2",800
"1986",9,3,27,1661,0.567907618062737,0.98875,0.782051282051282,"F2",800
"1987",8,6,48,1709,0.580834195105136,0.99,0.807692307692308,"F2",800
"1988",7,5,35,1744,0.595139607032058,0.99125,0.833333333333333,"F2",800
"1989",6,5,30,1774,0.606342640468804,0.9925,0.858974358974359,"F2",800
"1990",5,16,80,1854,0.625301620130989,0.99375,0.884615384615385,"F2",800
"1991",4,28,112,1966,0.658393657359531,0.995,0.91025641025641,"F2",800
"1992",3,52,156,2122,0.704584625991038,0.99625,0.935897435897436,"F2",800
"1993",2,105,210,2332,0.767666321957945,0.9975,0.961538461538462,"F2",800
"1994",1,569,569,2901,0.901930368838332,0.99875,0.987179487179487,"F2",800
"1995",170,1,170,170,0.0280528052805281,0.7875,0.0135135135135135,"F3",800
"1996",99,1,99,269,0.0724422442244224,0.87625,0.0405405405405405,"F3",800
"1997",92,1,92,361,0.103960396039604,0.885,0.0675675675675676,"F3",800
"1998",78,1,78,439,0.132013201320132,0.9025,0.0945945945945946,"F3",800
"1999",75,1,75,514,0.157260726072607,0.90625,0.121621621621622,"F3",800
"2000",69,1,69,583,0.181023102310231,0.91375,0.148648648648649,"F3",800
"2001",66,1,66,649,0.203300330033003,0.9175,0.175675675675676,"F3",800
"2002",62,1,62,711,0.224422442244224,0.9225,0.202702702702703,"F3",800
"2003",61,1,61,772,0.244719471947195,0.92375,0.22972972972973,"F3",800
"2004",50,1,50,822,0.263036303630363,0.9375,0.256756756756757,"F3",800
"2005",45,1,45,867,0.278712871287129,0.94375,0.283783783783784,"F3",800
"2006",43,1,43,910,0.293234323432343,0.94625,0.310810810810811,"F3",800
"2007",41,1,41,951,0.307095709570957,0.94875,0.337837837837838,"F3",800
"2008",31,2,62,1013,0.324092409240924,0.96125,0.364864864864865,"F3",800
"2009",27,1,27,1040,0.338778877887789,0.96625,0.391891891891892,"F3",800
"2010",22,2,44,1084,0.35049504950495,0.9725,0.418918918918919,"F3",800
"2011",21,2,42,1126,0.364686468646865,0.97375,0.445945945945946,"F3",800
"2012",20,2,40,1166,0.378217821782178,0.975,0.472972972972973,"F3",800
"2013",19,1,19,1185,0.387953795379538,0.97625,0.5,"F3",800
"2014",18,2,36,1221,0.397029702970297,0.9775,0.527027027027027,"F3",800
"2015",17,2,34,1255,0.408580858085809,0.97875,0.554054054054054,"F3",800
"2016",16,1,16,1271,0.416831683168317,0.98,0.581081081081081,"F3",800
"2017",15,1,15,1286,0.421947194719472,0.98125,0.608108108108108,"F3",800
"2018",14,2,28,1314,0.429042904290429,0.9825,0.635135135135135,"F3",800
"2019",13,5,65,1379,0.444389438943894,0.98375,0.662162162162162,"F3",800
"2020",12,4,48,1427,0.463036303630363,0.985,0.689189189189189,"F3",800
"2021",11,7,77,1504,0.483663366336634,0.98625,0.716216216216216,"F3",800
"2022",10,5,50,1554,0.504620462046205,0.9875,0.743243243243243,"F3",800
"2023",9,12,108,1662,0.530693069306931,0.98875,0.77027027027027,"F3",800
"2024",8,10,80,1742,0.561716171617162,0.99,0.797297297297297,"F3",800
"2025",7,10,70,1812,0.586468646864686,0.99125,0.824324324324324,"F3",800
"2026",6,17,102,1914,0.614851485148515,0.9925,0.851351351351351,"F3",800
"2027",5,18,90,2004,0.646534653465347,0.99375,0.878378378378378,"F3",800
"2028",4,33,132,2136,0.683168316831683,0.995,0.905405405405405,"F3",800
"2029",3,43,129,2265,0.726237623762376,0.99625,0.932432432432432,"F3",800
"2030",2,96,192,2457,0.779207920792079,0.9975,0.959459459459459,"F3",800
"2031",1,573,573,3030,0.905445544554455,0.99875,0.986486486486487,"F3",800
"2032",470,1,470,470,0.046268950580823,0.4125,0.00980392156862745,"I1",800
"2033",211,1,211,681,0.113309706635164,0.73625,0.0294117647058824,"I1",800
"2034",208,2,416,1097,0.175034455601496,0.74,0.0490196078431373,"I1",800
"2035",156,1,156,1253,0.231344752904115,0.805,0.0686274509803922,"I1",800
"2036",109,1,109,1362,0.257432565465643,0.86375,0.0882352941176471,"I1",800
"2037",90,1,90,1452,0.277023036030715,0.8875,0.107843137254902,"I1",800
"2038",85,1,85,1537,0.294250836778893,0.89375,0.127450980392157,"I1",800
"2039",84,1,84,1621,0.310887970072849,0.895,0.147058823529412,"I1",800
"2040",82,1,82,1703,0.327229769639693,0.8975,0.166666666666667,"I1",800
"2041",80,2,160,1863,0.351053356960031,0.9,0.186274509803922,"I1",800
"2042",70,1,70,1933,0.373695609371924,0.9125,0.205882352941176,"I1",800
"2043",61,1,61,1994,0.386591848789132,0.92375,0.225490196078431,"I1",800
"2044",55,1,55,2049,0.398011419570782,0.93125,0.245098039215686,"I1",800
"2045",51,1,51,2100,0.408446544595393,0.93625,0.264705882352941,"I1",800
"2046",47,1,47,2147,0.418094113014373,0.94125,0.284313725490196,"I1",800
"2047",45,1,45,2192,0.42715101397913,0.94375,0.303921568627451,"I1",800
"2048",42,1,42,2234,0.435715692065367,0.9475,0.323529411764706,"I1",800
"2049",38,2,76,2310,0.447332151998425,0.9525,0.343137254901961,"I1",800
"2050",37,1,37,2347,0.458456389052963,0.95375,0.362745098039216,"I1",800
"2051",36,1,36,2383,0.465642843079346,0.955,0.382352941176471,"I1",800
"2052",35,1,35,2418,0.472632407954322,0.95625,0.401960784313726,"I1",800
"2053",32,1,32,2450,0.479228194526482,0.96,0.42156862745098,"I1",800
"2054",30,1,30,2480,0.485331758220122,0.9625,0.441176470588235,"I1",800
"2055",29,1,29,2509,0.491139988186651,0.96375,0.46078431372549,"I1",800
"2056",28,3,84,2593,0.502264225241189,0.965,0.480392156862745,"I1",800
"2057",27,1,27,2620,0.51319157314432,0.96625,0.5,"I1",800
"2058",26,1,26,2646,0.518409135656625,0.9675,0.519607843137255,"I1",800
"2059",25,3,75,2721,0.528352037802717,0.96875,0.53921568627451,"I1",800
"2060",24,1,24,2745,0.538098050797401,0.97,0.558823529411765,"I1",800
"2061",22,3,66,2811,0.54695806261075,0.9725,0.57843137254902,"I1",800
"2062",21,3,63,2874,0.55965741287655,0.97375,0.598039215686274,"I1",800
"2063",20,1,20,2894,0.567828312659972,0.975,0.617647058823529,"I1",800
"2064",19,2,38,2932,0.573538098050797,0.97625,0.637254901960784,"I1",800
"2065",18,3,54,2986,0.582594999015554,0.9775,0.656862745098039,"I1",800
"2066",17,5,85,3071,0.596278795038393,0.97875,0.676470588235294,"I1",800
"2067",16,3,48,3119,0.609371923607009,0.98,0.696078431372549,"I1",800
"2068",15,2,30,3149,0.617050600511912,0.98125,0.715686274509804,"I1",800
"2069",14,3,42,3191,0.624138609962591,0.9825,0.735294117647059,"I1",800
"2070",13,5,65,3256,0.634672179562906,0.98375,0.754901960784314,"I1",800
"2071",12,1,12,3268,0.642252411892105,0.985,0.774509803921569,"I1",800
"2072",11,6,66,3334,0.649931088797007,0.98625,0.794117647058823,"I1",800
"2073",10,13,130,3464,0.669226225634967,0.9875,0.813725490196078,"I1",800
"2074",9,10,90,3554,0.690884032289821,0.98875,0.833333333333333,"I1",800
"2075",8,18,144,3698,0.713920063004528,0.99,0.852941176470588,"I1",800
"2076",7,14,98,3796,0.737743650324867,0.99125,0.872549019607843,"I1",800
"2077",6,11,66,3862,0.753888560740303,0.9925,0.892156862745098,"I1",800
"2078",5,23,115,3977,0.771707028942705,0.99375,0.911764705882353,"I1",800
"2079",4,27,108,4085,0.79366016932467,0.995,0.931372549019608,"I1",800
"2080",3,62,186,4271,0.822602874581611,0.99625,0.950980392156863,"I1",800
"2081",2,146,292,4563,0.869659381768065,0.9975,0.970588235294118,"I1",800
"2082",1,516,516,5079,0.949202598936799,0.99875,0.990196078431373,"I1",800
"2083",762,1,762,762,0.0546549992827428,0.0475,0.00847457627118644,"I2",800
"2084",443,1,443,1205,0.141084492899154,0.44625,0.0254237288135593,"I2",800
"2085",374,1,374,1579,0.199684406828289,0.5325,0.0423728813559322,"I2",800
"2086",351,1,351,1930,0.251685554439822,0.56125,0.0593220338983051,"I2",800
"2087",257,1,257,2187,0.295294792712667,0.67875,0.076271186440678,"I2",800
"2088",255,1,255,2442,0.332018361784536,0.68125,0.0932203389830508,"I2",800
"2089",251,1,251,2693,0.368311576531344,0.68625,0.110169491525424,"I2",800
"2090",244,1,244,2937,0.403815808348874,0.695,0.127118644067797,"I2",800
"2091",220,1,220,3157,0.437096542820255,0.725,0.144067796610169,"I2",800
"2092",197,1,197,3354,0.467006168411993,0.75375,0.161016949152542,"I2",800
"2093",196,1,196,3550,0.495194376703486,0.755,0.177966101694915,"I2",800
"2094",188,1,188,3738,0.522737053507388,0.765,0.194915254237288,"I2",800
"2095",181,1,181,3919,0.549203844498637,0.77375,0.211864406779661,"I2",800
"2096",149,1,149,4068,0.57287333237699,0.81375,0.228813559322034,"I2",800
"2097",141,1,141,4209,0.593673791421604,0.82375,0.245762711864407,"I2",800
"2098",127,1,127,4336,0.61289628460766,0.84125,0.26271186440678,"I2",800
"2099",120,1,120,4456,0.630612537656003,0.85,0.279661016949153,"I2",800
"2100",112,1,112,4568,0.647252904891694,0.86,0.296610169491525,"I2",800
"2101",103,1,103,4671,0.662673934873045,0.87125,0.313559322033898,"I2",800
"2102",95,1,95,4766,0.676875627600057,0.88125,0.330508474576271,"I2",800
"2103",90,1,90,4856,0.690144885956104,0.8875,0.347457627118644,"I2",800
"2104",89,1,89,4945,0.702983789987089,0.88875,0.364406779661017,"I2",800
"2105",81,1,81,5026,0.715177162530483,0.89875,0.38135593220339,"I2",800
"2106",77,1,77,5103,0.726509826423756,0.90375,0.398305084745763,"I2",800
"2107",75,1,75,5178,0.737412135991967,0.90625,0.415254237288136,"I2",800
"2108",69,1,69,5247,0.74774063979343,0.91375,0.432203389830508,"I2",800
"2109",63,1,63,5310,0.757208434944771,0.92125,0.449152542372881,"I2",800
"2110",49,1,49,5359,0.765241715679243,0.93875,0.466101694915254,"I2",800
"2111",37,2,74,5433,0.774063979342992,0.95375,0.483050847457627,"I2",800
"2112",36,2,72,5505,0.784535934586143,0.955,0.5,"I2",800
"2113",35,1,35,5540,0.792210586716397,0.95625,0.516949152542373,"I2",800
"2114",34,1,34,5574,0.797159661454598,0.9575,0.533898305084746,"I2",800
"2115",32,1,32,5606,0.801893559030268,0.96,0.550847457627119,"I2",800
"2116",30,2,60,5666,0.80849232534787,0.9625,0.567796610169492,"I2",800
"2117",29,2,58,5724,0.816955960407402,0.96375,0.584745762711864,"I2",800
"2118",28,2,56,5780,0.82513269258356,0.965,0.601694915254237,"I2",800
"2119",27,1,27,5807,0.83108592741357,0.96625,0.61864406779661,"I2",800
"2120",26,2,52,5859,0.836752259360207,0.9675,0.635593220338983,"I2",800
"2121",24,2,48,5907,0.843924831444556,0.97,0.652542372881356,"I2",800
"2122",22,2,44,5951,0.850523597762157,0.9725,0.669491525423729,"I2",800
"2123",20,1,20,5971,0.855114043896141,0.975,0.686440677966102,"I2",800
"2124",18,1,18,5989,0.857839621288194,0.9775,0.703389830508475,"I2",800
"2125",17,2,34,6023,0.861569358772056,0.97875,0.720338983050847,"I2",800
"2126",16,1,16,6039,0.86515564481423,0.98,0.73728813559322,"I2",800
"2127",15,1,15,6054,0.867379142160379,0.98125,0.754237288135593,"I2",800
"2128",14,3,42,6096,0.871467508248458,0.9825,0.771186440677966,"I2",800
"2129",13,1,13,6109,0.87541242289485,0.98375,0.788135593220339,"I2",800
"2130",12,4,48,6157,0.879787691866303,0.985,0.805084745762712,"I2",800
"2131",11,1,11,6168,0.884019509396069,0.98625,0.822033898305085,"I2",800
"2132",10,2,20,6188,0.886243006742218,0.9875,0.838983050847458,"I2",800
"2133",9,1,9,6197,0.888323052646679,0.98875,0.855932203389831,"I2",800
"2134",8,5,40,6237,0.89183761296801,0.99,0.872881355932203,"I2",800
"2135",7,6,42,6279,0.897719122077177,0.99125,0.889830508474576,"I2",800
"2136",6,13,78,6357,0.906326208578396,0.9925,0.906779661016949,"I2",800
"2137",5,11,55,6412,0.915865729450581,0.99375,0.923728813559322,"I2",800
"2138",4,14,56,6468,0.923827284464209,0.995,0.940677966101695,"I2",800
"2139",3,34,102,6570,0.935159948357481,0.99625,0.957627118644068,"I2",800
"2140",2,67,134,6704,0.952087218476546,0.9975,0.974576271186441,"I2",800
"2141",1,267,267,6971,0.980849232534787,0.99875,0.991525423728814,"I2",800
"2142",262,1,262,262,0.0238441936658173,0.6725,0.00847457627118644,"I3",800
"2143",151,1,151,413,0.061430651619949,0.81125,0.0254237288135593,"I3",800
"2144",131,1,131,544,0.0870950127411722,0.83625,0.0423728813559322,"I3",800
"2145",116,1,116,660,0.109574080815435,0.855,0.0593220338983051,"I3",800
"2146",114,1,114,774,0.130506006552603,0.8575,0.076271186440678,"I3",800
"2147",108,1,108,882,0.150709865307608,0.865,0.0932203389830508,"I3",800
"2148",104,1,104,986,0.170003640334911,0.87,0.110169491525424,"I3",800
"2149",95,1,95,1081,0.188114306516199,0.88125,0.127118644067797,"I3",800
"2150",93,1,93,1174,0.205223880597015,0.88375,0.144067796610169,"I3",800
"2151",70,1,70,1244,0.220058245358573,0.9125,0.161016949152542,"I3",800
"2152",66,1,66,1310,0.232435384055333,0.9175,0.177966101694915,"I3",800
"2153",64,1,64,1374,0.244266472515471,0.92,0.194915254237288,"I3",800
"2154",63,1,63,1437,0.255824535857299,0.92125,0.211864406779661,"I3",800
"2155",62,3,186,1623,0.278485620677102,0.9225,0.228813559322034,"I3",800
"2156",61,1,61,1684,0.300964688751365,0.92375,0.245762711864407,"I3",800
"2157",58,1,58,1742,0.31179468511103,0.9275,0.26271186440678,"I3",800
"2158",57,1,57,1799,0.322260647979614,0.92875,0.279661016949153,"I3",800
"2159",55,1,55,1854,0.332453585729887,0.93125,0.296610169491525,"I3",800
"2160",50,2,100,1954,0.346559883509283,0.9375,0.313559322033898,"I3",800
"2161",48,2,96,2050,0.364397524572261,0.94,0.330508474576271,"I3",800
"2162",47,1,47,2097,0.377411721878413,0.94125,0.347457627118644,"I3",800
"2163",46,1,46,2143,0.38587550054605,0.9425,0.364406779661017,"I3",800
